Populations	IPIBLAD005.T1	IPIBLAD006.T1	IPIBLAD013.T1	IPIBLAD014.T1	IPIBLAD019.T1	IPIBLAD020.T1	IPIBLAD024.T1	IPIBLAD026.T1	IPIBLAD028.T1	IPIBLAD029.T1	IPIBLAD030.T1	IPIBLAD032.T1	IPIBLAD033.T1	IPIBLAD034.T1	IPIBLAD036.T1	IPICRC032.T1	IPICRC035.T1	IPICRC039.T1	IPICRC040.T2	IPICRC048.T1	IPICRC054.T1	IPICRC055.T1	IPICRC057.T1	IPICRC058.T1	IPICRC060.T1	IPICRC062.T1	IPICRC063.T1	IPICRC064.T1	IPICRC067.T1	IPICRC070.T1	IPICRC071.T2	IPICRC072.T1	IPICRC073.T1	IPICRC074.T1	IPICRC075.T1	IPICRC076.T1	IPICRC077.T1	IPICRC078.T2	IPICRC079.T1	IPICRC080.T1	IPICRC087.T1	IPICRC088.T1	IPICRC089.T1	IPICRC090.T1	IPICRC093.T1	IPIGBM006.T1	IPIGYN003.T1	IPIGYN007.T1	IPIGYN011.T1	IPIGYN011.T2	IPIGYN013.T1	IPIGYN015.T1	IPIGYN018.T2	IPIGYN019.T1	IPIGYN021.T1	IPIGYN025.T1	IPIGYN027.T1	IPIGYN040.T1	IPIGYN043.T1	IPIGYN045.T1	IPIGYN048.T1	IPIGYN059.T1	IPIGYN060.T1	IPIGYN064.T1	IPIGYN065.T1	IPIGYN069.T1	IPIGYN078.T1	IPIGYN082.T1	IPIGYN083.T1	IPIGYN084.T1	IPIGYN085.T1	IPIGYN086.T1	IPIGYN087.T1	IPIGYN088.T1	IPIGYN089.T1	IPIGYN091.T1	IPIGYN093.T1	IPIGYN095.T1	IPIGYN096.T1	IPIGYN098.T1	IPIGYN099.T1	IPIGYN100.T1	IPIGYN103.T1	IPIGYN104.T1	IPIGYN105.T1	IPIGYN106.T1	IPIGYN107.T1	IPIGYN108.T1	IPIGYN109.T1	IPIGYN110.T1	IPIGYN116.T1	IPIGYN124.T1	IPIGYN125.T1	IPIHEP001.T1	IPIHEP003.T1	IPIHEP012.T1	IPIHEP013.T1	IPIHEP015.T1	IPIHEP016.T1	IPIHEP017.T1	IPIHNSC021.T1	IPIHNSC024.T1	IPIHNSC026.T1	IPIHNSC030.T1	IPIHNSC031.T1	IPIHNSC050.T1	IPIHNSC054.T1	IPIHNSC056.T1	IPIHNSC057.T1	IPIHNSC059.T1	IPIHNSC060.T1	IPIHNSC061.T1	IPIHNSC062.T1	IPIHNSC063.T1	IPIHNSC065.T1	IPIHNSC069.T1	IPIHNSC070.T1	IPIHNSC073.T1	IPIHNSC074.T1	IPIHNSC075.T1	IPIHNSC076.T1	IPIHNSC077.T1	IPIHNSC078.T1	IPIHNSC079.T1	IPIKID027.T1	IPIKID030.T1	IPIKID031.T1	IPIKID031.T2	IPIKID033.T2	IPIKID043.T1	IPIKID047.T1	IPIKID048.T1	IPIKID049.T1	IPIKID050.T1	IPIKID051.T1	IPIKID052.T1	IPIKID057.T1	IPIKID060.T1	IPIKID061.T1	IPIKID062.T1	IPIKID066.T1	IPIKID067.T1	IPIKID069.T1	IPIKID070.T1	IPIKID071.T1	IPIKID073.T1	IPIKID074.T1	IPIKID076.T1	IPIKID077.T1	IPIKID078.T1	IPIKID079.T1	IPIKID083.T1	IPIKID084.T1	IPIKID085.T1	IPIKID086.T1	IPIKID086.T2	IPIKID088.T1	IPIKID089.T1	IPIKID090.T1	IPIKID091.T1	IPIKID092.T1	IPIKID093.T1	IPIKID093.T2	IPIKID094.T1	IPIKID094.T2	IPIKID095.T1	IPIKID097.T1	IPIKID098.T1	IPIKID099.T1	IPIKID100.T1	IPIKID102.T1	IPIKID103.T1	IPIKID104.T1	IPIKID106.T1	IPIKID108.T1	IPIKID109.T1	IPIKID110.T1	IPILUNG003.T1	IPILUNG006.T1	IPILUNG008.T1	IPILUNG009.T1	IPILUNG011.T1	IPILUNG013.T1	IPILUNG014.T1	IPILUNG015.T1	IPILUNG021.T1	IPILUNG025.T1	IPILUNG030.T1	IPILUNG030.T2	IPILUNG031.T1	IPILUNG037.T1	IPILUNG037.T2	IPILUNG041.T1	IPILUNG049.T1	IPILUNG051.T1	IPILUNG052.T1	IPILUNG054.T1	IPILUNG055.T1	IPILUNG056.T1	IPILUNG058.T1	IPILUNG062.T1	IPILUNG064.T1	IPILUNG066.T1	IPILUNG069.T1	IPILUNG070.T1	IPILUNG074.T1	IPILUNG076.T1	IPILUNG077.T1	IPILUNG080.T1	IPILUNG081.T1	IPILUNG085.T1	IPILUNG088.T1	IPIMEL056.T1	IPIMEL069.T1	IPIMEL105.T2	IPIMEL108.T1	IPIMEL113.T1	IPIMEL141.T2	IPIMEL146.T1	IPIMEL175.T1	IPIMEL208.T1	IPIMEL212.T1	IPIMEL221.T1	IPIMEL252.T1	IPIMEL253.T1	IPIMEL255.T1	IPIMEL271.T1	IPIMEL273.T1	IPIMEL274.T1	IPIMEL283.T1	IPIMEL288.T1	IPIMEL296.T1	IPIMEL298.T1	IPIMEL301.T1	IPIMEL321.T1	IPIMEL325.T1	IPIMEL343.T1	IPIMEL348.T1	IPIMEL353.T1	IPIMELB002.T1	IPIMELB003.T1	IPIMELB003.T2	IPIMELB003.T3	IPIPDAC037.T1	IPIPNET005.T1	IPIPNET007.T1	IPIPNET009.T1	IPIPNET010.T1	IPIPNET014.T1	IPIPNET016.T1	IPISRC001.T1	IPISRC003.T1	IPISRC004.T1	IPISRC009.T1	IPISRC011.T1	IPISRC012.T1	IPISRC013.T1	IPISRC014.T1	IPISRC015.T1	IPISRC019.T1
Tcell	83.55704698	9.731543624	15.43624161	63.42281879	88.9261745	24.4966443	41.94630872	51.67785235	35.90604027	45.30201342	89.59731544	46.97986577	2.684563758	32.2147651	89.26174497	19.46308725	6.040268456	55.03355705	60.06711409	57.71812081	96.97986577	65.10067114	25.5033557	74.16107383	17.44966443	89.93288591	74.4966443	70.46979866	12.08053691	47.65100671	14.4295302	38.25503356	20.97315436	20.97315436	26.84563758	13.08724832	50.33557047	22.14765101	23.82550336	15.10067114	62.75167785	29.19463087	49.32885906	33.89261745	26.17449664	2.348993289	54.02684564	13.42281879	7.382550336	6.375838926	57.38255034	14.76510067	64.4295302	3.355704698	17.7852349	4.194630872	79.86577181	24.16107383	43.95973154	30.87248322	95.30201342	16.44295302	46.6442953	75.16778523	40.60402685	71.1409396	34.89932886	75.5033557	57.04697987	61.0738255	90.93959732	39.59731544	5.704697987	20.13422819	56.37583893	1.006711409	21.47651007	9.395973154	2.013422819	27.51677852	4.697986577	94.63087248	17.11409396	76.84563758	31.54362416	10.73825503	42.61744966	11.74496644	22.81879195	59.73154362	11.40939597	55.36912752	16.77852349	26.51006711	90.26845638	85.5704698	93.2885906	45.97315436	78.8590604	34.22818792	37.24832215	1.677852349	77.85234899	95.97315436	72.14765101	28.18791946	81.20805369	95.63758389	58.05369128	86.24161074	73.48993289	8.053691275	92.61744966	98.32214765	31.87919463	4.194630872	63.08724832	15.77181208	75.83892617	76.51006711	38.9261745	84.89932886	7.718120805	83.22147651	81.87919463	73.15436242	80.53691275	51.17449664	90.60402685	88.59060403	54.69798658	52.68456376	99.32885906	82.88590604	97.65100671	92.95302013	80.87248322	37.58389262	35.23489933	19.12751678	50.67114094	39.26174497	97.98657718	71.81208054	69.79865772	1.342281879	50	67.11409396	64.76510067	65.43624161	77.51677852	87.58389262	85.90604027	96.6442953	78.52348993	66.10738255	56.7114094	59.06040268	85.23489933	88.25503356	93.95973154	93.62416107	52.01342282	78.18791946	32.88590604	91.94630872	11.0738255	44.96644295	72.81879195	94.96644295	76.17449664	87.24832215	53.69127517	67.44966443	66.44295302	68.79194631	7.046979866	83.89261745	44.63087248	18.79194631	28.8590604	36.91275168	68.12080537	12.75167785	54.36241611	10.40268456	8.724832215	67.7852349	53.02013423	51.17449664	80.20134228	10.06711409	79.19463087	58.72483221	41.61073826	82.55033557	36.57718121	24.83221477	70.13422819	34.56375839	42.28187919	70.80536913	84.56375839	28.52348993	40.26845638	25.83892617	13.75838926	56.04026846	87.91946309	19.79865772	40.93959732	97.31543624	84.22818792	60.73825503	62.41610738	3.691275168	48.32214765	5.033557047	77.18120805	3.020134228	53.3557047	98.65771812	99.66442953	55.70469799	46.30872483	61.74496644	27.18120805	73.82550336	91.61073826	6.711409396	69.12751678	59.39597315	62.08053691	36.24161074	29.53020134	23.48993289	44.29530201	29.86577181	37.91946309	69.46308725	21.81208054	9.060402685	14.09395973	20.46979866	5.369127517	23.15436242	18.45637584	0.33557047	12.41610738	27.85234899	38.59060403	18.12080537	71.47651007	72.48322148	79.53020134	48.65771812	16.10738255	94.29530201	8.389261745	30.53691275
Myeloid	90.26845638	81.20805369	24.83221477	42.95302013	31.54362416	75.5033557	25.83892617	54.02684564	43.2885906	68.45637584	43.62416107	92.61744966	18.45637584	45.30201342	52.34899329	97.98657718	2.013422819	27.51677852	49.32885906	21.47651007	70.80536913	69.12751678	46.6442953	60.73825503	13.42281879	29.19463087	59.06040268	23.82550336	31.87919463	15.77181208	45.97315436	42.61744966	33.22147651	20.13422819	46.97986577	15.43624161	19.79865772	9.395973154	68.12080537	14.09395973	39.93288591	21.81208054	99.32885906	41.61073826	27.18120805	52.01342282	55.36912752	36.57718121	4.026845638	7.718120805	89.59731544	31.20805369	5.369127517	3.020134228	12.08053691	1.342281879	11.0738255	59.73154362	69.46308725	82.55033557	17.7852349	37.24832215	19.12751678	25.5033557	65.43624161	55.03355705	47.65100671	82.88590604	44.29530201	85.90604027	65.77181208	41.27516779	20.46979866	57.04697987	91.61073826	7.046979866	56.7114094	66.77852349	11.40939597	73.48993289	3.355704698	37.58389262	43.95973154	38.59060403	54.36241611	12.41610738	71.1409396	38.9261745	37.91946309	70.13422819	23.15436242	28.18791946	46.30872483	26.51006711	40.93959732	52.68456376	51.34228188	87.58389262	40.60402685	42.28187919	24.16107383	3.691275168	21.1409396	8.724832215	19.46308725	91.27516779	50	47.31543624	84.22818792	27.85234899	83.22147651	4.697986577	48.65771812	68.79194631	45.63758389	22.48322148	32.2147651	15.10067114	74.16107383	79.53020134	29.53020134	66.44295302	5.704697987	63.08724832	51.67785235	72.81879195	48.99328859	80.53691275	22.81879195	77.85234899	72.48322148	36.91275168	30.53691275	16.10738255	61.40939597	36.24161074	74.4966443	62.08053691	95.97315436	88.59060403	94.63087248	75.83892617	41.94630872	76.84563758	96.97986577	7.382550336	81.87919463	94.96644295	85.23489933	92.95302013	93.95973154	90.60402685	89.93288591	79.19463087	88.9261745	83.55704698	93.62416107	98.32214765	78.8590604	91.94630872	61.0738255	86.57718121	96.30872483	99.66442953	98.65771812	50.67114094	30.20134228	87.24832215	95.63758389	61.74496644	97.65100671	84.89932886	98.99328859	23.48993289	88.25503356	73.82550336	60.06711409	63.42281879	85.5704698	72.14765101	20.80536913	62.41610738	58.22147651	47.98657718	63.75838926	51.00671141	0.67114094	48.32214765	10.40268456	35.5704698	17.44966443	13.08724832	32.55033557	6.711409396	9.060402685	16.77852349	54.69798658	0.33557047	8.389261745	78.18791946	71.47651007	35.90604027	59.39597315	67.44966443	96.6442953	94.29530201	57.38255034	67.11409396	67.7852349	74.83221477	39.59731544	50.33557047	28.8590604	24.4966443	8.053691275	5.033557047	4.362416107	1.677852349	17.11409396	100	33.89261745	10.06711409	14.4295302	30.87248322	66.10738255	29.86577181	90.93959732	13.75838926	28.52348993	89.26174497	34.89932886	18.12080537	44.96644295	26.17449664	44.63087248	26.84563758	86.24161074	34.56375839	25.16778523	49.66442953	11.74496644	14.76510067	92.28187919	78.52348993	18.79194631	80.87248322	39.26174497	6.375838926	34.22818792	64.09395973	70.46979866	77.18120805	53.69127517	57.71812081	97.31543624	95.30201342	87.91946309	73.15436242	10.73825503	71.81208054
CD90+ CD44+ Stroma	14.09395973	98.65771812	90.93959732	90.60402685	71.1409396	83.55704698	26.17449664	22.48322148	85.23489933	9.731543624	77.85234899	56.04026846	6.375838926	91.94630872	37.91946309	46.97986577	38.59060403	54.53020134	73.48993289	58.05369128	50.67114094	97.31543624	3.355704698	30.87248322	35.90604027	8.724832215	89.93288591	12.75167785	85.90604027	42.95302013	74.4966443	40.93959732	85.5704698	67.7852349	42.28187919	70.13422819	16.10738255	21.47651007	93.2885906	11.0738255	71.81208054	10.40268456	33.22147651	46.6442953	71.47651007	70.80536913	88.25503356	94.63087248	31.54362416	45.97315436	7.382550336	68.45637584	31.87919463	47.31543624	30.53691275	44.12751678	84.89932886	76.17449664	82.2147651	63.42281879	25.83892617	53.3557047	51.00671141	61.40939597	78.52348993	72.81879195	65.77181208	66.77852349	88.59060403	35.23489933	65.10067114	78.8590604	15.10067114	96.30872483	68.12080537	33.55704698	77.18120805	68.79194631	67.44966443	80.20134228	56.37583893	42.61744966	92.28187919	45.30201342	80.87248322	73.15436242	89.26174497	58.38926174	88.9261745	59.73154362	66.44295302	94.29530201	92.95302013	33.89261745	15.43624161	62.41610738	20.80536913	55.53691275	66.10738255	64.4295302	91.27516779	83.89261745	7.046979866	95.63758389	36.24161074	93.62416107	91.61073826	72.48322148	90.26845638	48.32214765	75.5033557	79.19463087	84.22818792	80.53691275	73.82550336	70.46979866	86.91275168	32.55033557	62.75167785	97.98657718	84.56375839	94.96644295	65.43624161	81.87919463	56.7114094	20.46979866	34.22818792	60.06711409	4.026845638	0.33557047	24.4966443	15.77181208	26.51006711	44.12751678	3.691275168	38.9261745	28.18791946	29.19463087	87.91946309	53.02013423	28.52348993	41.27516779	25.5033557	75.83892617	40.60402685	62.08053691	3.020134228	5.033557047	16.44295302	12.08053691	40.26845638	21.81208054	24.83221477	25.16778523	11.40939597	22.81879195	76.84563758	4.697986577	6.040268456	5.369127517	46.30872483	37.58389262	86.57718121	87.58389262	98.99328859	61.0738255	96.6442953	74.83221477	23.15436242	8.389261745	17.7852349	19.79865772	9.060402685	57.04697987	32.2147651	51.34228188	37.24832215	93.95973154	28.8590604	34.56375839	52.68456376	45.63758389	27.18120805	20.13422819	32.88590604	69.46308725	13.75838926	9.395973154	1.342281879	0.67114094	54.02684564	2.348993289	4.362416107	67.11409396	36.57718121	52.01342282	22.14765101	13.08724832	29.53020134	21.1409396	52.34899329	24.16107383	74.16107383	39.59731544	95.30201342	47.65100671	49.32885906	60.73825503	43.62416107	63.08724832	53.69127517	41.94630872	2.013422819	1.006711409	64.76510067	44.63087248	51.67785235	18.12080537	55.03355705	11.74496644	12.41610738	61.74496644	18.45637584	14.76510067	17.44966443	2.684563758	76.51006711	23.82550336	18.79194631	78.18791946	6.711409396	57.71812081	34.89932886	26.84563758	82.88590604	69.12751678	83.22147651	55.53691275	5.704697987	19.46308725	48.65771812	79.53020134	97.65100671	96.97986577	23.48993289	77.51677852	57.38255034	41.61073826	59.39597315	89.59731544	99.66442953	75.16778523	95.97315436	87.24832215	64.09395973	92.61744966	99.32885906	79.86577181	86.24161074	100
Treg	46.97986577	41.94630872	59.39597315	87.91946309	61.91275168	64.26174497	48.99328859	91.27516779	82.88590604	87.58389262	95.30201342	98.99328859	6.711409396	65.10067114	86.74496644	23.82550336	15.43624161	94.29530201	30.87248322	77.85234899	56.04026846	97.65100671	25.16778523	92.28187919	27.85234899	94.63087248	93.95973154	83.22147651	54.02684564	80.87248322	41.61073826	52.01342282	74.4966443	49.32885906	69.79865772	42.95302013	78.52348993	11.74496644	29.19463087	38.75838926	95.97315436	70.13422819	43.2885906	90.60402685	62.41610738	5.536912752	51.00671141	20.13422819	2.684563758	3.691275168	22.48322148	23.15436242	34.89932886	1.006711409	37.58389262	2.013422819	86.74496644	27.51677852	42.61744966	87.24832215	89.59731544	13.08724832	44.29530201	88.9261745	60.40268456	76.84563758	66.10738255	93.62416107	57.71812081	98.65771812	92.95302013	30.53691275	11.40939597	45.63758389	80.20134228	4.026845638	33.22147651	7.382550336	5.536912752	32.55033557	9.395973154	82.38255034	28.8590604	62.75167785	73.48993289	19.12751678	29.53020134	33.89261745	44.63087248	70.63758389	17.28187919	35.23489933	34.22818792	41.27516779	79.86577181	43.62416107	86.24161074	28.52348993	48.65771812	47.31543624	24.4966443	4.697986577	92.61744966	93.2885906	75.83892617	84.56375839	97.31543624	89.93288591	96.97986577	99.32885906	95.63758389	26.51006711	78.8590604	97.98657718	82.38255034	8.389261745	94.96644295	64.76510067	98.32214765	99.66442953	63.42281879	88.59060403	9.060402685	100	25.83892617	61.40939597	28.18791946	63.08724832	15.10067114	8.053691275	53.18791946	42.28187919	67.44966443	37.24832215	52.68456376	81.20805369	65.43624161	11.0738255	77.18120805	23.48993289	48.32214765	43.95973154	66.44295302	38.75838926	46.30872483	5.033557047	77.51677852	80.53691275	36.91275168	68.12080537	57.38255034	47.98657718	84.22818792	76.51006711	83.89261745	84.89932886	40.26845638	32.04697987	39.26174497	55.36912752	91.61073826	90.26845638	63.75838926	55.70469799	25.5033557	50.33557047	12.08053691	76.17449664	75.5033557	32.04697987	79.53020134	61.0738255	45.30201342	10.06711409	39.76510067	31.20805369	3.355704698	81.54362416	71.81208054	56.7114094	20.46979866	50	85.5704698	35.5704698	85.23489933	29.86577181	20.80536913	79.19463087	68.45637584	40.60402685	73.82550336	7.046979866	88.25503356	27.18120805	61.91275168	67.7852349	53.69127517	12.41610738	83.55704698	64.26174497	71.1409396	66.77852349	96.6442953	67.11409396	89.26174497	74.16107383	53.18791946	91.94630872	90.93959732	72.81879195	72.48322148	96.30872483	0.33557047	22.14765101	13.75838926	0.67114094	21.81208054	4.362416107	33.55704698	36.24161074	58.05369128	65.77181208	36.57718121	69.12751678	60.06711409	71.47651007	9.731543624	38.25503356	54.36241611	22.81879195	74.83221477	44.96644295	58.38926174	19.79865772	60.73825503	10.40268456	73.15436242	24.83221477	19.46308725	57.04697987	14.76510067	15.77181208	26.17449664	59.73154362	6.040268456	17.7852349	18.45637584	2.348993289	16.10738255	49.66442953	39.76510067	14.4295302	37.91946309	54.69798658	52.34899329	85.90604027	18.79194631	58.72483221	3.020134228	16.44295302
Exhaustion	96.41434263	62.5498008	70.11952191	96.01593625	93.62549801	59.76095618	51.79282869	19.92031873	67.33067729	19.32270916	89.0438247		 	37.4501992	95.61752988	 	27.88844622	64.54183267	37.05179283	71.31474104	54.58167331	32.66932271	 	99.20318725	 	87.64940239	80.47808765	41.03585657	61.35458167	88.44621514	4.38247012	89.0438247	40.23904382	76.4940239	47.41035857	36.65338645	94.02390438	5.577689243	17.52988048	72.90836653	35.45816733	 	25.89641434	 	 	16.33466135	 		45.81673307	23.10756972	27.49003984	57.7689243	 	21.9123506		71.71314741	67.72908367	64.94023904	38.24701195	 	94.82071713	29.88047809	56.1752988	91.23505976	 	41.83266932	80.07968127	28.28685259	60.15936255	 	100	94.42231076	 	48.20717131	21.51394422	1.593625498	36.25498008	 	 	49.80079681	82.8685259	 	42.62948207	86.65338645	90.43824701	56.57370518	34.26294821	13.14741036	78.0876494	72.11155378	41.43426295	29.48207171	11.55378486		39.84063745	22.31075697	53.78486056	 	31.87250996	34.66135458			 	37.84860558	 	 	62.94820717	78.88446215	29.08366534	 	69.32270916	44.42231076	78.48605578	76.89243028	 	4.780876494	58.16733068	86.05577689	58.96414343	57.37051793	 	84.06374502	69.72111554	65.73705179	 	79.6812749			 	 	5.179282869	97.21115538	85.25896414	33.46613546	91.83266932	58.56573705	54.18326693	11.15537849	66.53386454	26.4940239	62.15139442	31.07569721	99.60159363	75.29880478	72.50996016	 	23.5059761	45.01992032	24.30278884	77.29083665	81.2749004	83.66533865	84.46215139	43.8247012	90.03984064	 	 	44.42231076	 	90.83665339	98.00796813	48.80478088	68.52589641	84.86055777	54.98007968	73.30677291	1.992031873	14.74103586	68.92430279	86.65338645	74.90039841	64.14342629	63.34661355	11.95219124	7.569721116	8.565737052	20.3187251	 	 	22.70916335	23.90438247	25.09960159	45.41832669	47.01195219	38.64541833	7.96812749	 	74.50199203	18.32669323	 	 		 	52.98804781	52.19123506	50.19920319	13.54581673	73.70517928	 	17.92828685	31.47410359	 	66.13545817	39.44223108	39.0438247	17.1314741	5.976095618	47.80876494		46.61354582	59.3625498	 	 	53.38645418	 	43.02788845	 	66.93227092	 	 	 	49.40239044	87.25099602	35.05976096	33.06772908	15.13944223	8.565737052	0.398406375	82.47011952	83.26693227	0.796812749	 	7.171314741	91.83266932	92.82868526	74.10358566	97.60956175	55.37848606	82.07171315	98.4063745	95.21912351	93.22709163	70.91633466	21.11553785	10.75697211	 	19.32270916	 	27.09163347	 	89.64143426	51.39442231	92.43027888	98.80478088	46.21513944	77.68924303	79.28286853	88.04780876	 	 
CD4_Tcells	45.01992032	14.74103586	54.18326693	5.179282869	5.976095618	81.2749004	25.49800797	58.96414343	35.45816733	93.62549801	12.35059761			55.77689243	70.51792829		72.11155378	65.73705179	78.88446215	52.58964143	26.69322709	38.24701195		15.13944223		4.780876494	31.47410359	11.95219124	55.37848606	52.98804781	49.80079681	3.984063745	70.91633466	34.66135458	40.23904382	56.1752988	8.764940239	11.15537849	74.90039841	23.10756972	62.15139442		39.44223108			47.01195219			24.30278884	27.88844622	56.97211155	17.1314741		32.27091633		13.54581673	80.87649402	29.88047809	42.62948207		17.92828685	47.41035857	27.09163347	21.51394422		61.35458167	69.72111554	45.61752988	33.46613546		14.34262948	18.32669323		48.20717131	92.43027888	54.58167331	50.99601594			92.03187251	7.569721116		82.8685259	73.70517928	19.52191235	60.55776892	33.06772908	21.9123506	86.05577689	68.92430279	82.47011952	81.67330677	25.89641434		70.11952191	43.02788845	50.59760956		98.00796813	62.94820717				96.41434263			83.26693227	58.16733068	99.20318725		79.88047809	62.5498008	16.73306773	47.80876494		84.46215139	46.61354582	28.68525896	78.48605578	94.82071713		37.25099602	38.64541833	88.84462151		23.5059761					51.39442231	9.960159363	71.31474104	23.90438247	8.366533865	50.19920319	16.33466135	77.29083665	58.56573705	37.84860558	15.53784861	42.2310757	0.398406375	4.38247012	43.42629482		24.70119522	22.70916335	59.76095618	1.992031873	22.31075697	1.195219124	9.561752988	66.53386454	31.87250996			41.83266932		1.593625498	0.796812749	37.25099602	35.85657371	59.3625498	76.89243028	36.65338645	94.42231076	48.60557769	18.7250996	2.788844622	15.93625498	20.71713147	46.21513944	83.66533865	67.52988048	30.27888446	19.92031873			72.90836653	68.12749004	61.75298805	75.29880478	64.94023904	88.04780876	99.60159363		54.98007968	90.83665339					87.25099602	51.79282869	74.10358566	91.63346614	45.61752988		96.01593625	95.61752988		57.37051793	76.4940239	89.24302789	95.21912351	93.22709163	82.07171315		6.772908367	63.34661355			86.65338645		25.09960159		28.28685259				90.43824701	10.75697211	69.32270916	63.74501992	97.60956175	97.21115538	98.4063745	66.13545817	19.12350598	100		98.80478088	7.96812749	3.585657371	75.69721116	13.94422311	79.88047809	44.62151394	6.374501992	27.49003984	32.66932271	52.19123506	84.06374502	91.23505976		96.812749		85.25896414		3.187250996	76.09561753	7.171314741	12.74900398	41.03585657	33.86454183	5.577689243	9.163346614		
CD8_Tcells	64.94023904	40.23904382	58.96414343	87.25099602	92.43027888	20.71713147	76.09561753	25.89641434	61.35458167	31.87250996	86.05577689			50.19920319	84.86055777		5.976095618	52.58964143	9.163346614	52.19123506	64.14342629	10.35856574		94.02390438		79.28286853	80.07968127	48.60557769	32.27091633	49.80079681	14.74103586	89.24302789	30.67729084	39.0438247	23.90438247	17.92828685	84.06374502	25.09960159	11.95219124	69.32270916	5.577689243		65.33864542			16.33466135			43.8247012	23.10756972	26.69322709	50.59760956		4.780876494		63.74501992	42.62948207	64.54183267	29.48207171		70.11952191	66.13545817	39.44223108	81.67330677		22.70916335	31.07569721	13.14741036	55.77689243		97.60956175	83.66533865		76.89243028	12.74900398	15.53784861	45.01992032			45.41832669	87.64940239		34.26294821	79.6812749	91.23505976	34.66135458	60.15936255	20.3187251	76.4940239	74.10358566	48.20717131	6.772908367	47.01195219		38.64541833	45.81673307	62.5498008		7.171314741	58.16733068				17.52988048			15.93625498	57.7689243	9.960159363		54.98007968	41.03585657	60.55776892	77.68924303		51.39442231	49.40239044	66.93227092	47.80876494	11.55378486		62.94820717	56.97211155	37.05179283		84.46215139					55.37848606	96.41434263	74.90039841	71.31474104	72.11155378	68.52589641	71.71314741	35.05976096	60.9561753	46.61354582	78.48605578	61.75298805	100	91.63346614	89.64143426		41.43426295	50.99601594	70.51792829	96.01593625	85.25896414	98.80478088	97.21115538	68.92430279	88.44621514			90.83665339		99.60159363	99.20318725	75.29880478	92.03187251	86.45418327	44.62151394	80.47808765	7.96812749	59.76095618	86.85258964	98.4063745	95.61752988	92.82868526	88.84462151	41.83266932	33.86454183	73.70517928	37.84860558			22.31075697	28.68525896	43.42629482	27.88844622	10.75697211	32.66932271	2.390438247		4.38247012	5.179282869					17.1314741	39.84063745	37.4501992	3.984063745	49.00398406		16.73306773	3.585657371		42.2310757	33.06772908	35.85657371	1.593625498	1.195219124	14.34262948		46.21513944	63.34661355			27.49003984		28.28685259		52.98804781				53.78486056	94.82071713	8.764940239	24.30278884	12.35059761	3.187250996	0.398406375	56.57370518	68.12749004	0.796812749		19.12350598	67.72908367	93.62549801	62.15139442	90.43824701	70.91633466	78.88446215	98.00796813	95.21912351	90.03984064	53.38645418	21.51394422	11.15537849		9.561752988		44.22310757		75.69721116	69.72111554	88.04780876	96.812749	77.29083665	82.8685259	94.42231076	93.22709163		
flow_CD4					8.7	64.7	24	58.26	35.3	68.3	18.3	50.7	50	50.4	62.3	40	60.7						52.3		56.6							10.6	60.9	28.9	38.7	48.9	10.6	13.4	59.8	27.8	53.4	70	32.4	71	41	50.2	35.2						46		83.11					61					32.2		60.3	48.7	29.7	19	18.7	22.3	12.3	54.4	69.3	54.6	49.89	46	18.5			24												64		50.98	49.89	62	74.5	59.78	23.3	18	45.2		36	52.4				58.2			18.9	45.6	30.2	67.8	40.9	23.4	65.7	69.8	21.2	30.98	40.6	69.89	29.8		52.1	25.9	7.9	55.5														7.8	40.8	67.6	28.98	19.87	54.7	8.9	16.7	7.8	14.6	50.8		54.3	41		22																			37.5	52.3								21.3			10	65.3		56.9	67.8	49.8	65.7	70.8	45.7	50.8	74.5	72.3		60.7						62.3			53.4	8.27		75.8		28.7		43.2		48	65.7	12.3	62.3	56.7	69.6	72.3	74.5	59.7	16.7	79.7	75.9												65.6	58.2	43.7	72.2	35	55.5	55	8.6	68.9	12.3	15.6	38.8	29.7	6.78	12.3	30	
